What is your opinion on Firefly,Do you think she is a good character,What is the nature of her relationship with the Traiblazer before they joined the Astral Express,What is the nature of her relationship with the Traiblazer now,How do you view her current relationship with the Trailblazer,What would you think if their relationship ended up explicitly  romantic,What would you think if their relationship ended up explicitly friendly,What would you think if their relationship ended up explicitly professional,What would you think if their relationship ended up explicitly strangers,What would you think if their relationship ended up explicitly enemies,Do you think that the Trailblazer is more of a Self-Insert Character,Do you feel that romantic relationships become the main focus in a story at the expense of other plot points,What do you think of Firefly's visual,What do you think of Firefly's personality,What do you think of Firefly's backstory lore and current place in the story,How Similar do you think Firefly is to the Trailblazer,How compatible do you think Firefly and Traiblazer are,Was it a disappointment to learn about her true identity as Sam
She is one of my favorite character,She is a good character,Friends,Friends,2,3,2,6,6,6,6,6,1,1,1,4,3,1
She is one of my favorite character,She is a good character,Coworker,Friends,2,1,2,6,6,6,6,4,3,2,3,4,1,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Something else,Friends,2,4,3,2,4,5,5,4,2,2,1,3,4,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,2,2,3,6,6,4,6,4,1,1,1,3,3,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Lovers,Friends,2,1,2,6,6,3,7,6,4,1,2,5,3,1
She is one of my favorite character,She is a great character,Friends,Friends,2,2,2,4,4,2,7,5,1,2,2,4,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Strangers,2,1,3,5,3,6,2,2,1,1,1,2,1,1
She is one of my favorite character,She is a good character,Something else,Friends,2,1,1,4,6,1,8,6,1,3,3,3,4,2
She is one of my favorite character,She is a good character,Coworker,Friends,2,3,1,5,6,6,7,4,1,2,2,2,1,3
She is one of my favorite character,She is a great character,Something else,Friends,2,1,2,3,5,6,5,5,1,1,2,3,2,1
She is one of my favorite character,She is a great character,Friends,Lovers,2,1,5,6,6,6,1,3,1,1,2,3,1,2
She is one of my favorite character,She is a great character,Coworker,Friends,2,1,1,5,6,6,8,5,2,1,1,3,2,1
She is one of my favorite character,She is a good character,Coworker,Friends,2,2,1,3,5,4,5,3,1,1,2,3,2,1
She is one of my favorite character,She is a good character,Friends,Lovers,2,1,6,6,6,6,1,6,3,2,2,3,1,1
She is one of my favorite character,She is a good character,Friends,Something else,2,1,2,2,3,3,3,4,2,1,3,2,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Something else,Friends,2,3,1,6,6,3,6,2,3,1,4,4,2,3
She is one of my favorite character,She is a great character,Friends,Friends,2,3,2,4,6,6,7,6,1,1,1,6,3,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Strangers,Friends,2,2,3,5,5,6,6,4,1,2,1,4,2,2
She is one of my favorite character,She is a good character,Friends,Friends,2,2,3,4,5,6,7,5,1,2,2,4,2,1
She is one of my favorite character,She is a great character,Friends,Friends,2,2,1,3,5,6,7,4,1,2,2,3,1,1
She is one of my favorite character,She is a great character,Something else,Lovers,2,1,5,6,6,6,6,3,1,2,3,3,1,3
She is one of my favorite character,She is a good character,Friends,Something else,2,1,2,5,6,4,6,5,1,2,1,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,2,1,2,4,6,6,8,6,2,2,1,3,2,4
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Something else,2,2,1,1,4,5,3,1,2,1,1,3,2,1
She is one of my favorite character,She is a great character,Friends,Friends,2,2,2,3,6,6,4,1,2,1,1,3,3,1
She is one of my favorite character,She is a great character,Friends,Friends,2,2,2,5,6,6,7,3,2,1,1,1,1,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,1,5,6,6,7,6,2,2,1,3,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,1,2,4,6,6,4,4,2,1,1,4,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Lovers,2,2,6,5,5,1,7,5,1,1,1,6,1,2
She is one of my favorite character,She is a good character,Lovers,Friends,2,1,2,4,6,6,4,6,2,1,1,4,2,2
She is one of my favorite character,She is a great character,Friends,Friends,2,3,2,5,6,6,6,5,5,5,4,4,4,2
She is one of my favorite character,She is a great character,Friends,Friends,2,3,2,3,6,6,6,5,1,2,1,5,4,3
She is one of my favorite character,She is a good character,Lovers,Lovers,2,1,4,6,6,6,8,3,1,1,1,2,1,3
She is one of my favorite character,She is a good character,Friends,Friends,2,3,3,3,4,4,7,5,3,3,3,4,4,3
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,2,2,2,4,6,6,5,4,1,2,2,5,3,3
She is one of my favorite character,She is a good character,Lovers,Lovers,2,1,1,5,6,6,6,5,1,1,1,2,1,4
She is one of my favorite character,Her writing is not over (Expecting more in the future),Strangers,Friends,2,1,4,6,6,6,3,4,1,1,2,2,1,1
She is one of my favorite character,She is a great character,Friends,Coworker,2,1,4,6,6,5,3,3,1,2,2,3,2,1
She is one of my favorite character,She is a good character,Coworker,Friends,2,2,3,5,6,6,4,4,1,1,1,2,1,2
She is one of my favorite character,She is a good character,Friends,Friends,2,1,1,5,6,6,7,5,1,2,2,3,2,2
She is one of my favorite character,She is a good character,Friends,Friends,2,3,2,5,6,6,6,4,2,1,1,2,3,1
She is one of my favorite character,She is a good character,Coworker,Friends,2,2,2,3,6,6,6,5,1,1,1,4,2,2
She is one of my favorite character,She is a good character,Strangers,Friends,2,4,1,2,6,3,6,2,1,2,1,5,3,3
She is one of my favorite character,She is a good character,Coworker,Friends,2,4,3,4,6,4,2,5,2,2,2,4,4,2
She is one of my favorite character,She is a good character,Something else,Lovers,2,1,2,3,6,6,3,5,2,2,3,3,1,1
She is one of my favorite character,She is a great character,Lovers,Lovers,2,3,6,6,6,6,4,6,1,1,1,3,3,1
She is one of my favorite character,She is a good character,Friends,Friends,2,1,3,6,6,6,3,6,3,2,2,3,1,5
She is one of my favorite character,She is a good character,Friends,Friends,2,1,1,4,6,6,6,3,1,1,2,4,2,2
She is one of my favorite character,She is a good character,Coworker,Friends,2,3,2,3,4,3,2,6,1,2,2,3,3,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,1,2,5,6,5,6,2,2,2,2,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,2,2,4,6,5,3,4,1,1,2,3,2,1
She is one of my favorite character,She is a great character,Coworker,Friends,2,3,2,3,5,6,8,2,1,2,1,3,1,2
She is one of my favorite character,She is a great character,Friends,Lovers,2,1,1,3,6,6,3,5,2,2,1,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Coworker,Friends,2,2,2,5,6,2,5,3,2,1,1,4,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,1,1,1,5,3,2,5,2,2,2,5,3,1
She is one of my favorite character,She is a good character,Friends,Friends,2,1,2,5,6,6,6,3,2,2,2,3,1,1
She is one of my favorite character,She is a good character,Friends,Friends,2,3,1,3,5,4,5,5,2,2,2,4,4,3
She is one of my favorite character,She is a great character,Friends,Friends,2,2,2,2,6,6,6,6,1,1,2,2,1,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,2,1,3,4,6,6,7,5,3,2,2,3,1,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,5,6,6,6,7,4,1,1,1,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Coworker,Friends,2,1,1,1,4,4,4,4,2,1,2,5,3,2
She is one of my favorite character,She is a good character,Friends,Friends,2,1,4,5,6,4,8,4,2,2,2,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Coworker,Friends,2,3,1,6,6,6,6,2,1,1,1,2,1,1
She is one of my favorite character,She is a great character,Lovers,Lovers,2,1,4,6,6,6,4,6,1,1,1,1,1,1
She is one of my favorite character,She is a good character,Lovers,Lovers,2,4,3,5,6,6,5,5,2,2,1,4,4,1
She is one of my favorite character,She is a great character,Coworker,Friends,2,3,1,4,6,6,6,3,1,2,1,4,3,1
She is one of my favorite character,She is a good character,Friends,Lovers,2,2,5,6,6,3,2,4,1,1,3,3,4,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,3,5,6,6,6,4,1,1,1,3,1,2
She is one of my favorite character,She is average,Friends,Friends,2,4,1,5,6,2,3,6,3,2,2,5,2,1
She is one of my favorite character,She is a good character,Strangers,Friends,2,2,2,4,6,6,6,2,1,1,1,3,2,1
She is one of my favorite character,She is a great character,Coworker,Lovers,2,1,4,6,6,6,7,5,1,2,1,2,1,2
She is one of my favorite character,She is a great character,Friends,Friends,2,2,1,4,5,6,7,6,1,2,2,3,2,1
She is one of my favorite character,She is a good character,Coworker,Friends,2,2,2,5,6,5,6,4,2,1,1,2,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,5,1,1,5,3,8,6,1,1,1,5,3,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Something else,Friends,2,2,2,5,6,6,7,5,1,2,2,5,2,3
She is one of my favorite character,She is a great character,Coworker,Lovers,2,1,5,6,6,6,3,4,2,2,1,3,1,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Lovers,2,4,1,3,4,6,6,4,1,1,2,4,1,1
She is one of my favorite character,She is a good character,Friends,Friends,2,2,2,5,6,2,5,3,1,1,2,2,1,4
She is one of my favorite character,Her writing is not over (Expecting more in the future),Coworker,Friends,2,1,1,1,5,5,3,3,1,2,2,2,2,2
She is one of my favorite character,She is a good character,Friends,Something else,2,1,3,6,6,3,6,6,1,1,2,3,1,2
She is one of my favorite character,She is a good character,Friends,Friends,2,1,1,3,6,3,6,5,3,2,1,2,1,1
She is one of my favorite character,She is a good character,Something else,Something else,2,1,2,5,6,6,8,3,2,1,1,1,1,1
She is one of my favorite character,She is a good character,Friends,Friends,2,3,2,4,6,3,3,3,1,2,2,3,2,4
She is one of my favorite character,She is a great character,Friends,Friends,2,2,3,6,6,5,6,4,2,2,1,3,2,1
She is one of my favorite character,She is a good character,Friends,Lovers,2,3,4,6,6,5,4,5,1,2,3,5,2,1
She is one of my favorite character,She is a good character,Something else,Friends,2,1,1,4,6,2,6,6,1,1,1,5,2,1
She is one of my favorite character,She is a great character,Coworker,Lovers,2,1,5,6,6,6,7,6,1,2,1,3,1,1
She is one of my favorite character,She is a great character,Friends,Lovers,2,1,2,4,6,4,5,4,2,2,1,3,1,1
She is one of my favorite character,She is a good character,Coworker,Friends,2,2,1,1,6,6,5,2,2,2,1,3,1,3
She is one of my favorite character,She is a great character,Friends,Friends,2,3,3,5,6,6,4,4,1,1,2,5,2,2
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,2,1,1,1,6,4,6,4,1,2,1,3,2,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,3,5,6,6,4,4,2,1,1,3,2,3
She is one of my favorite character,She is a great character,Friends,Something else,2,2,2,4,6,6,3,5,1,2,1,3,2,4
She is one of my favorite character,She is a good character,Coworker,Lovers,2,3,3,3,5,5,6,5,3,2,2,3,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,1,3,4,5,6,6,5,2,2,2,2,1,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,2,6,6,6,5,5,1,1,1,3,1,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Lovers,Lovers,2,1,6,6,6,3,8,6,1,1,2,6,1,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,2,5,6,6,4,3,2,2,2,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Something else,Friends,2,3,1,3,6,3,5,5,1,1,1,4,3,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,3,5,6,6,7,4,1,1,2,3,1,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,2,6,6,6,7,4,1,1,1,4,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Something else,Lovers,2,3,3,5,3,5,7,3,2,1,2,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Coworker,Friends,2,1,3,4,6,6,7,4,2,2,1,2,3,4
She is one of my favorite character,She is a good character,Friends,Lovers,2,1,3,5,6,6,6,6,1,2,2,3,1,1
She is one of my favorite character,She is a great character,Coworker,Lovers,2,3,2,2,6,4,3,6,2,1,1,4,4,2
She is one of my favorite character,She is a great character,Friends,Lovers,2,1,4,6,6,5,6,4,1,1,2,4,2,2
She is one of my favorite character,Her writing is not over (Expecting more in the future),Strangers,Friends,2,3,2,3,5,3,4,5,1,2,2,4,3,3
She is one of my favorite character,She is a good character,Lovers,Friends,2,2,3,2,6,6,5,3,2,2,1,4,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Lovers,2,1,5,6,6,3,7,5,2,2,1,5,2,1
She is one of my favorite character,She is a great character,Coworker,Friends,2,1,2,4,5,6,6,5,2,1,2,4,2,1
She is one of my favorite character,She is average,Something else,Lovers,2,1,4,6,6,6,4,6,1,1,2,5,1,1
She is one of my favorite character,She is a great character,Friends,Friends,2,4,1,3,5,6,6,6,1,3,3,2,2,1
She is one of my favorite character,She is a good character,Lovers,Friends,2,4,3,6,6,5,6,2,2,3,2,4,3,2
She is one of my favorite character,Her writing is not over (Expecting more in the future),Something else,Friends,2,4,2,3,5,5,3,3,3,2,1,4,3,1
She is one of my favorite character,She is a great character,Coworker,Friends,2,3,1,3,6,6,8,2,1,1,2,3,2,1
She is one of my favorite character,She is a great character,Friends,Friends,2,3,4,6,6,6,8,3,1,1,1,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Coworker,Friends,2,1,1,6,6,6,4,5,1,1,1,3,2,1
She is one of my favorite character,She is a great character,Lovers,Friends,2,1,2,5,6,6,4,3,1,1,2,4,1,1
She is one of my favorite character,She is a great character,Friends,Coworker,2,3,2,4,5,6,5,4,2,2,1,4,3,1
She is one of my favorite character,She is a good character,Strangers,Friends,2,6,1,5,6,6,7,3,1,1,2,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Lovers,Lovers,2,2,1,4,6,6,4,6,1,2,1,4,1,1
She is one of my favorite character,She is a good character,Something else,Something else,2,1,4,4,4,2,5,6,2,1,2,3,2,2
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,2,3,1,5,6,6,4,6,1,1,1,3,1,1
She is one of my favorite character,She is a good character,Coworker,Strangers,2,3,1,3,3,2,7,6,1,1,1,4,2,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,2,6,6,3,6,5,2,1,1,5,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,2,3,4,5,6,6,3,2,2,3,3,2,2
She is one of my favorite character,She is a great character,Friends,Friends,2,3,2,6,6,6,6,4,1,1,3,3,3,1
She is one of my favorite character,She is a good character,Something else,Lovers,2,3,2,4,6,4,4,4,1,1,2,3,3,2
She is one of my favorite character,She is a good character,Friends,Friends,2,6,2,3,6,1,6,5,1,2,2,4,4,2
She is one of my favorite character,She is a good character,Strangers,Friends,2,1,2,3,6,3,8,2,1,1,1,3,3,2
She is one of my favorite character,She is a good character,Friends,Friends,2,3,4,6,6,6,8,4,2,2,1,5,4,1
She is one of my favorite character,She is a good character,Lovers,Friends,2,1,2,5,5,6,6,5,1,1,1,2,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,3,2,3,4,2,4,2,2,2,3,5,4,4
She is one of my favorite character,She is a good character,Friends,Friends,2,1,1,3,5,5,6,6,1,2,2,2,1,1
She is one of my favorite character,She is a good character,Friends,Friends,2,4,1,5,6,3,3,6,1,1,2,3,2,1
She is one of my favorite character,She is a great character,Friends,Something else,2,1,2,4,6,4,5,5,1,2,1,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,2,2,2,5,6,4,8,6,1,1,1,6,1,1
She is one of my favorite character,She is a great character,Strangers,Friends,2,1,2,4,6,6,5,6,1,1,1,2,2,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,2,3,6,6,5,5,2,2,2,4,3,1
She is one of my favorite character,She is a great character,Friends,Friends,2,1,1,4,6,5,6,5,2,2,1,4,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,2,3,3,6,6,6,6,6,1,1,2,5,2,3
She is one of my favorite character,She is a great character,Friends,Friends,2,3,1,5,6,6,6,5,1,1,1,4,3,1
She is one of my favorite character,She is average,Coworker,Friends,2,2,2,3,5,3,6,5,1,2,2,4,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Lovers,2,1,4,6,6,6,5,6,1,1,2,3,1,1
She is one of my favorite character,She is average,Lovers,Friends,2,1,2,3,4,6,5,3,1,2,2,5,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,2,1,4,6,5,4,3,2,2,2,5,4,2
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,2,1,2,5,6,6,3,6,1,1,2,3,1,1
She is one of my favorite character,She is a good character,Friends,Friends,2,3,5,6,6,3,8,4,3,1,2,3,2,1
She is one of my favorite character,She is a good character,Something else,Something else,2,6,1,4,6,3,8,2,3,2,1,3,7,1
She is one of my favorite character,She is a good character,Friends,Lovers,2,1,4,6,6,1,4,4,1,1,1,4,1,1
She is one of my favorite character,She is a good character,Strangers,Friends,2,4,1,2,5,4,3,3,1,1,2,4,4,2
She is one of my favorite character,She is a great character,Friends,Friends,2,1,2,4,6,5,5,5,1,2,2,4,2,3
She is one of my favorite character,She is a good character,Friends,Friends,2,2,2,5,6,3,1,6,2,2,2,3,3,2
She is one of my favorite character,Her writing is not over (Expecting more in the future),Strangers,Friends,2,1,1,4,6,1,1,3,1,3,2,5,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,1,2,4,6,4,6,3,2,2,1,4,3,3
She is one of my favorite character,She is a good character,Strangers,Friends,2,6,1,4,6,5,8,5,2,1,1,6,4,1
She is one of my favorite character,She is a good character,Coworker,Friends,2,1,1,1,4,5,8,5,1,1,1,5,4,1
She is one of my favorite character,She is a good character,Friends,Friends,2,2,2,5,6,6,6,2,2,2,2,4,2,1
She is one of my favorite character,She is a great character,Friends,Lovers,2,1,2,2,5,6,6,2,1,1,1,4,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Lovers,2,1,2,6,6,6,8,5,1,2,2,3,2,1
She is one of my favorite character,She is a great character,Friends,Friends,2,5,1,3,4,5,6,2,4,4,4,3,3,1
She is one of my favorite character,She is a great character,Strangers,Something else,2,2,5,6,6,3,3,4,2,1,2,4,1,2
She is one of my favorite character,Her writing is not over (Expecting more in the future),Something else,Friends,2,3,3,4,6,5,8,2,1,2,2,5,4,1
She is one of my favorite character,She is a great character,Friends,Friends,2,5,2,6,6,6,6,6,2,1,1,3,2,1
She is one of my favorite character,She is a good character,Friends,Friends,2,3,1,4,5,5,3,2,1,2,1,3,2,5
She is one of my favorite character,She is a good character,Friends,Friends,2,1,3,6,6,3,8,3,1,1,2,3,1,3
She is the character I hate the most,She is a bad character,Friends,Friends,2,6,3,1,4,3,6,2,4,5,5,4,6,4
I am indifferent,She is average,Something else,Friends,3,3,3,3,3,3,7,4,3,3,3,2,3,3
I am indifferent,She is average,Something else,Something else,3,3,3,3,3,5,7,2,3,3,2,5,3,3
I am indifferent,She is average,Coworker,Friends,3,6,3,2,2,2,4,1,4,4,2,3,5,3
I am indifferent,She is average,Something else,Friends,3,2,2,2,2,2,6,3,3,4,2,3,4,5
I am indifferent,She is a bad character,Something else,Strangers,3,2,3,5,6,2,2,6,4,4,2,6,7,5
I am indifferent,She is average,Coworker,Friends,3,1,1,1,6,6,6,5,2,2,2,2,2,3
I am indifferent,She is a bad character,Lovers,Lovers,3,5,4,6,6,3,1,2,2,2,4,4,4,3
I am indifferent,Her writing is not over (Expecting more in the future),Something else,Something else,3,5,3,3,3,3,3,5,3,3,3,6,6,3
I am indifferent,She is average,Coworker,Friends,3,2,3,3,4,2,1,6,5,4,3,5,5,5
I am indifferent,She is average,Strangers,Friends,3,5,2,4,6,2,8,6,3,3,3,5,4,3
I am indifferent,She is average,Coworker,Friends,3,6,1,1,4,3,4,2,1,3,2,4,4,5
I am indifferent,She is average,Coworker,Friends,3,3,3,3,5,3,4,2,3,3,2,5,4,4
I am indifferent,She is a bad character,Strangers,Friends,3,6,1,1,3,3,1,1,4,4,3,4,4,5
I am indifferent,She is average,Enemies,Friends,3,6,2,2,6,4,7,6,4,3,2,4,4,4
I am indifferent,She is average,Strangers,Friends,3,2,2,4,6,5,4,6,3,3,2,6,3,3
I am indifferent,She is average,Friends,Friends,3,4,2,4,4,2,4,4,4,3,2,4,4,3
I am indifferent,She is average,Friends,Friends,3,6,2,2,2,2,4,1,3,4,2,4,5,5
I am indifferent,She is a good character,Friends,Friends,3,6,2,3,6,6,1,1,3,2,3,2,4,4
I am indifferent,Her writing is not over (Expecting more in the future),Strangers,Friends,3,5,3,1,4,1,8,2,4,4,3,6,3,5
I am indifferent,She is average,Friends,Friends,3,4,2,2,5,3,6,6,3,3,2,4,3,4
I am indifferent,She is a good character,Friends,Friends,3,6,1,3,6,5,6,3,3,4,2,2,5,5
I am indifferent,She is average,Coworker,Friends,3,4,1,4,6,6,8,1,3,3,2,4,4,5
I am indifferent,She is average,Something else,Friends,3,4,3,3,3,3,4,5,2,3,4,3,4,3
I am indifferent,She is average,Friends,Friends,3,6,3,1,5,3,8,5,5,3,2,4,3,5
I am indifferent,She is a good character,Coworker,Friends,3,4,2,2,5,2,5,3,2,3,3,4,3,3
I am indifferent,She is average,Friends,Friends,3,3,3,3,3,4,3,4,3,3,3,5,4,3
I am indifferent,She is average,Coworker,Friends,3,6,2,3,3,3,6,2,5,3,2,4,5,5
I am indifferent,Her writing is not over (Expecting more in the future),Coworker,Strangers,3,2,1,1,1,1,8,4,3,2,2,4,2,1
I am indifferent,Her writing is not over (Expecting more in the future),Friends,Friends,3,3,3,4,5,3,3,4,3,3,3,4,4,3
I am indifferent,Her writing is not over (Expecting more in the future),Coworker,Strangers,3,4,2,2,3,4,6,3,2,3,2,3,3,1
I dislike her character,She is average,Enemies,Friends,3,6,3,1,5,3,8,6,4,4,2,6,2,3
I dislike her character,She is a bad character,Friends,Friends,3,2,3,3,4,5,5,4,4,4,4,4,4,5
I dislike her character,She is average,Something else,Friends,3,6,1,1,2,2,8,6,5,5,3,6,7,1
I dislike her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,3,2,4,4,3,2,2,3,4,3,3,3,4
I dislike her character,She is a good character,Friends,Friends,3,6,2,3,6,6,8,5,4,4,3,4,4,5
I like her character,She is a good character,Friends,Lovers,3,2,4,6,6,6,6,3,2,1,2,5,2,3
I like her character,She is a bad character,Friends,Friends,3,5,2,1,5,2,7,5,4,3,1,5,3,5
I like her character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,6,2,3,5,6,5,5,3,3,2,5,5,4
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,6,2,3,5,3,6,2,3,2,4,3,4,5
I like her character,She is a good character,Coworker,Friends,3,6,1,3,6,4,8,4,2,3,2,5,3,1
I like her character,She is a good character,Something else,Friends,3,2,3,4,6,6,6,2,2,2,2,5,3,1
I like her character,She is a good character,Coworker,Friends,3,3,1,6,6,6,1,6,2,1,1,3,2,1
I like her character,She is average,Friends,Friends,3,5,1,3,4,5,3,4,2,3,3,4,3,4
I like her character,Her writing is not over (Expecting more in the future),Friends,Coworker,3,2,3,1,3,6,6,6,2,3,2,6,2,2
I like her character,She is a good character,Friends,Friends,3,3,1,4,6,3,4,6,2,2,2,6,3,2
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,3,4,1,3,4,4,4,2,3,2,4,4,3
I like her character,She is a good character,Strangers,Friends,3,3,3,2,5,2,7,6,2,2,1,4,3,4
I like her character,She is a good character,Something else,Something else,3,6,3,3,3,3,2,6,2,2,2,5,4,1
I like her character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,5,1,6,6,1,3,6,1,2,2,3,6,1
I like her character,She is a good character,Coworker,Friends,3,3,3,3,5,4,6,5,2,2,3,3,4,3
I like her character,Her writing is not over (Expecting more in the future),Friends,Something else,3,3,2,5,5,3,3,2,2,3,2,4,3,2
I like her character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,6,1,2,6,6,5,6,1,2,1,3,2,3
I like her character,She is average,Friends,Friends,3,2,2,4,6,5,4,2,2,3,3,5,3,5
I like her character,She is a good character,Something else,Friends,3,2,2,2,5,6,6,6,2,2,2,4,4,2
I like her character,She is a good character,Strangers,Friends,3,5,3,5,2,3,5,3,2,3,2,4,5,2
I like her character,She is a good character,Coworker,Friends,3,3,3,4,5,3,6,6,3,2,3,4,2,3
I like her character,She is average,Friends,Friends,3,2,2,3,5,2,2,3,1,3,2,3,2,1
I like her character,She is average,Strangers,Friends,3,6,1,1,2,4,6,6,4,3,2,4,4,5
I like her character,Her writing is not over (Expecting more in the future),Something else,Friends,3,6,1,4,6,4,7,6,2,1,1,3,4,3
I like her character,She is average,Friends,Friends,3,2,2,5,6,6,6,4,3,3,2,3,4,5
I like her character,She is a good character,Friends,Friends,3,5,2,5,4,5,8,5,2,2,2,3,3,2
I like her character,She is average,Friends,Friends,3,6,2,1,2,2,6,6,4,2,1,6,6,5
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,4,3,3,6,4,6,3,2,3,2,4,3,1
I like her character,She is a good character,Something else,Friends,3,3,3,4,5,4,6,2,2,2,2,4,3,2
I like her character,She is a good character,Coworker,Friends,3,6,1,5,6,6,4,3,1,2,2,4,4,4
I like her character,Her writing is not over (Expecting more in the future),Friends,Something else,3,3,3,5,6,6,5,5,2,2,3,5,4,1
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,3,2,2,5,6,5,6,1,2,3,3,3,3
I like her character,She is a good character,Strangers,Friends,3,6,3,1,5,2,6,6,2,2,2,6,7,5
I like her character,She is average,Strangers,Friends,3,4,2,5,6,4,8,5,3,4,3,4,4,4
I like her character,She is a good character,Something else,Lovers,3,3,2,1,3,3,2,6,1,3,1,3,3,5
I like her character,She is a great character,Friends,Friends,3,3,3,4,2,5,8,5,2,3,2,3,4,3
I like her character,She is a good character,Coworker,Lovers,3,2,4,6,5,6,5,4,2,2,3,5,3,1
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,4,2,4,6,1,7,1,3,2,1,4,5,5
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,2,1,5,4,6,7,6,1,3,1,5,2,1
I like her character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,5,1,2,3,3,8,6,3,3,2,4,4,5
I like her character,She is average,Coworker,Friends,3,5,1,6,6,6,8,6,3,4,2,5,4,4
I like her character,She is average,Coworker,Friends,3,4,3,3,5,5,7,4,3,3,2,3,4,1
I like her character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,6,1,1,6,6,8,6,1,3,1,2,3,1
I like her character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,3,2,6,6,6,8,4,1,1,1,6,2,3
I like her character,She is a good character,Strangers,Friends,3,6,2,3,4,4,1,5,2,2,2,5,3,1
I like her character,She is a good character,Coworker,Friends,3,6,1,4,5,6,8,6,2,2,2,5,4,2
I like her character,She is a good character,Friends,Friends,3,4,2,5,5,4,4,3,2,2,2,3,3,1
I like her character,She is a good character,Friends,Friends,3,3,2,3,6,6,8,6,2,2,2,3,3,4
I like her character,She is a good character,Friends,Friends,3,5,2,3,4,6,6,1,2,2,1,3,4,1
I like her character,She is a good character,Something else,Friends,3,4,4,2,5,3,4,3,4,5,2,3,3,3
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,3,3,4,6,4,3,3,2,2,3,5,4,2
I like her character,Her writing is not over (Expecting more in the future),Strangers,Something else,3,3,4,3,2,2,8,1,1,3,3,6,1,4
I like her character,She is average,Friends,Strangers,3,6,2,3,4,3,6,2,2,3,3,6,4,5
