What is your opinion on Firefly,Do you think she is a good character,What is the nature of her relationship with the Traiblazer before they joined the Astral Express,What is the nature of her relationship with the Traiblazer now,How do you view her current relationship with the Trailblazer,What would you think if their relationship ended up explicitly  romantic,What would you think if their relationship ended up explicitly friendly,What would you think if their relationship ended up explicitly professional,What would you think if their relationship ended up explicitly strangers,What would you think if their relationship ended up explicitly enemies,Do you think that the Trailblazer is more of a Self-Insert Character,Do you feel that romantic relationships become the main focus in a story at the expense of other plot points,What do you think of Firefly's visual,What do you think of Firefly's personality,What do you think of Firefly's backstory lore and current place in the story,How Similar do you think Firefly is to the Trailblazer,How compatible do you think Firefly and Traiblazer are,Was it a disappointment to learn about her true identity as Sam
I like her character,She is a good character,Coworker,Friends,neutral,neutral,positive,negative,negative,negative,positive,negative,less positive,positive,positive,neutral,less positive,positive
I like her character,She is average,Friends,Friends,neutral,less negative,positive,neutral,neutral,less negative,even less poitive,neutral,less positive,neutral,neutral,neutral,neutral,less negative
I like her character,Her writing is not over,Friends,Coworker,neutral,less positive,neutral,positive,neutral,negative,even less negative,negative,less positive,neutral,less positive,negative,less positive,less positive
I like her character,She is a good character,Friends,Friends,neutral,neutral,positive,neutral,negative,neutral,neutral,negative,less positive,less positive,less positive,negative,neutral,less positive
I like her character,Her writing is not over,Friends,Friends,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral,less positive,neutral,less positive,neutral,neutral,neutral
I like her character,She is a good character,Strangers,Friends,neutral,neutral,neutral,less positive,less negative,less positive,less negative,negative,less positive,less positive,positive,neutral,neutral,less negative
I like her character,She is a good character,Something else,Something else,neutral,negative,neutral,neutral,neutral,neutral,less positive,negative,less positive,less positive,less positive,less negative,neutral,positive
I like her character,Her writing is not over,Coworker,Friends,neutral,less negative,positive,negative,negative,positive,even less poitive,negative,positive,less positive,less positive,neutral,less negative,positive
I like her character,She is a good character,Coworker,Friends,neutral,neutral,neutral,neutral,less negative,neutral,even less negative,less negative,less positive,less positive,neutral,neutral,neutral,neutral
I like her character,Her writing is not over,Friends,Something else,neutral,neutral,less positive,less negative,less negative,neutral,even less poitive,less positive,less positive,neutral,less positive,neutral,neutral,less positive
I like her character,Her writing is not over,Coworker,Friends,neutral,negative,positive,less positive,negative,negative,neutral,negative,positive,less positive,positive,neutral,less positive,neutral
I like her character,She is average,Friends,Friends,neutral,less positive,less positive,neutral,negative,less negative,neutral,less positive,less positive,neutral,neutral,less negative,neutral,negative
I like her character,She is a good character,Something else,Friends,neutral,less positive,less positive,less positive,less negative,negative,even less negative,negative,less positive,less positive,less positive,neutral,neutral,less positive
I like her character,She is a good character,Strangers,Friends,neutral,less negative,neutral,less negative,less positive,neutral,neutral,neutral,less positive,neutral,less positive,neutral,neutral,less positive
I like her character,She is a good character,Coworker,Friends,neutral,neutral,neutral,neutral,less negative,neutral,even less negative,negative,neutral,less positive,neutral,neutral,less positive,neutral
I like her character,She is average,Friends,Friends,neutral,less positive,less positive,neutral,less negative,less positive,less positive,neutral,positive,neutral,less positive,neutral,less positive,positive
I like her character,She is average,Strangers,Friends,neutral,negative,positive,positive,less positive,neutral,even less negative,negative,less negative,neutral,less positive,neutral,neutral,negative
I like her character,Her writing is not over,Something else,Friends,neutral,negative,positive,neutral,negative,neutral,less negative,negative,less positive,positive,positive,neutral,neutral,neutral
I like her character,She is average,Friends,Friends,neutral,less positive,less positive,less negative,negative,negative,even less negative,neutral,neutral,neutral,less positive,neutral,neutral,negative
I like her character,She is a good character,Friends,Friends,neutral,less negative,less positive,less negative,neutral,less negative,negative,less negative,less positive,less positive,less positive,neutral,neutral,less positive
I like her character,She is average,Friends,Friends,neutral,negative,less positive,positive,less positive,less positive,even less negative,negative,less negative,less positive,positive,negative,less negative,negative
I like her character,Her writing is not over,Friends,Friends,neutral,neutral,neutral,neutral,negative,neutral,even less negative,neutral,less positive,neutral,less positive,neutral,neutral,positive
I like her character,She is a good character,Something else,Friends,neutral,neutral,neutral,neutral,less negative,neutral,even less negative,less positive,less positive,less positive,less positive,neutral,neutral,less positive
I like her character,She is a good character,Coworker,Friends,neutral,negative,positive,less negative,negative,negative,neutral,neutral,positive,less positive,less positive,neutral,neutral,less negative
I like her character,Her writing is not over,Friends,Something else,neutral,neutral,neutral,less negative,negative,negative,neutral,less negative,less positive,less positive,neutral,less negative,neutral,positive
I like her character,Her writing is not over,Friends,Friends,neutral,neutral,less positive,less positive,less negative,negative,neutral,negative,positive,less positive,neutral,neutral,neutral,neutral
I like her character,She is a good character,Strangers,Friends,neutral,negative,neutral,positive,less negative,less positive,even less negative,negative,less positive,less positive,less positive,negative,negative,negative
I like her character,She is average,Strangers,Friends,neutral,neutral,less positive,less negative,negative,neutral,negative,less negative,neutral,less negative,neutral,neutral,neutral,less negative
I like her character,She is a good character,Something else,Lovers,neutral,neutral,less positive,positive,neutral,neutral,less positive,negative,positive,neutral,positive,neutral,neutral,negative
I like her character,She is a great character,Friends,Friends,neutral,neutral,neutral,neutral,less positive,less negative,negative,less negative,less positive,neutral,less positive,neutral,neutral,neutral
I like her character,She is a good character,Coworker,Lovers,neutral,less positive,neutral,negative,less negative,negative,neutral,neutral,less positive,less positive,neutral,less negative,neutral,positive
I like her character,Her writing is not over,Friends,Friends,neutral,neutral,less positive,neutral,negative,positive,less negative,positive,neutral,less positive,positive,neutral,neutral,negative
I like her character,Her writing is not over,Friends,Friends,neutral,less positive,positive,less negative,neutral,negative,less negative,negative,positive,neutral,positive,less negative,less positive,positive
I like her character,Her writing is not over,Coworker,Friends,neutral,less negative,positive,less positive,neutral,neutral,negative,negative,neutral,neutral,less positive,neutral,neutral,negative
I like her character,She is average,Coworker,Friends,neutral,less negative,positive,negative,negative,negative,negative,negative,neutral,less negative,less positive,less negative,neutral,less negative
I like her character,She is average,Coworker,Friends,neutral,neutral,neutral,neutral,less negative,less negative,less negative,neutral,neutral,neutral,less positive,neutral,neutral,positive
I like her character,Her writing is not over,Coworker,Friends,neutral,negative,positive,positive,negative,negative,negative,negative,positive,neutral,positive,less positive,neutral,positive
I like her character,Her writing is not over,Coworker,Friends,neutral,neutral,less positive,negative,negative,negative,negative,neutral,positive,positive,positive,negative,less positive,neutral
I like her character,She is a good character,Strangers,Friends,neutral,negative,less positive,neutral,neutral,neutral,positive,less negative,less positive,less positive,less positive,less negative,neutral,positive
I like her character,She is a good character,Coworker,Friends,neutral,negative,positive,neutral,less negative,negative,negative,negative,less positive,less positive,less positive,less negative,neutral,less positive
I like her character,She is a good character,Friends,Friends,neutral,neutral,less positive,less negative,less negative,neutral,neutral,neutral,less positive,less positive,less positive,neutral,neutral,positive
I like her character,She is a good character,Friends,Friends,neutral,neutral,less positive,neutral,negative,negative,negative,negative,less positive,less positive,less positive,neutral,neutral,less negative
I like her character,She is a good character,Friends,Friends,neutral,less negative,less positive,neutral,neutral,negative,even less negative,positive,less positive,less positive,positive,neutral,neutral,positive
I like her character,She is a good character,Something else,Friends,neutral,neutral,neutral,less positive,less negative,neutral,neutral,neutral,less negative,negative,less positive,neutral,neutral,neutral
I like her character,Her writing is not over,Friends,Friends,neutral,neutral,neutral,neutral,negative,neutral,even less poitive,neutral,less positive,less positive,neutral,less negative,neutral,less positive
I like her character,Her writing is not over,Strangers,Something else,neutral,neutral,neutral,neutral,less positive,less positive,negative,positive,positive,neutral,neutral,negative,positive,less negative
I like her character,She is average,Friends,Strangers,neutral,negative,less positive,neutral,neutral,neutral,even less negative,less positive,less positive,neutral,neutral,negative,neutral,negative
I like her character,Her writing is not over,Friends,Friends,neutral,less negative,positive,neutral,negative,neutral,less negative,positive,less positive,neutral,less positive,neutral,neutral,less positive
I like her character,She is a good character,Friends,Friends,neutral,negative,positive,negative,negative,negative,even less negative,positive,less positive,positive,neutral,neutral,positive,negative
I like her character,Her writing is not over,Friends,Friends,neutral,less negative,less positive,less positive,negative,less positive,even less negative,neutral,less positive,neutral,positive,neutral,neutral,neutral
I like her character,Her writing is not over,Coworker,Friends,neutral,neutral,neutral,less positive,neutral,neutral,negative,less negative,neutral,less positive,less positive,neutral,neutral,neutral
I like her character,She is a good character,Friends,Friends,neutral,neutral,less positive,neutral,less negative,neutral,even less negative,neutral,less positive,less positive,less positive,neutral,neutral,less positive
I like her character,Her writing is not over,Friends,Friends,neutral,neutral,less positive,less negative,negative,negative,neutral,negative,neutral,neutral,less positive,less positive,neutral,less negative
I like her character,She is a good character,Coworker,Friends,neutral,neutral,positive,less negative,negative,negative,even less poitive,less positive,less positive,positive,less positive,neutral,neutral,positive
I like her character,She is average,Enemies,Friends,neutral,less negative,less positive,neutral,negative,positive,less negative,negative,neutral,less negative,less negative,less negative,neutral,negative
She is my favorite character of the game,She is a great character,Friends,Friends,neutral,less positive,less positive,less positive,neutral,negative,neutral,less negative,positive,positive,positive,less positive,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,neutral,negative,positive,positive,neutral,neutral,negative,less positive,positive,positive,less positive,less negative,neutral,less positive
She is my favorite character of the game,She is a good character,Friends,Friends,neutral,neutral,less positive,neutral,negative,neutral,neutral,negative,less positive,neutral,less positive,neutral,less positive,positive
She is my favorite character of the game,Her writing is not over,Something else,Friends,neutral,less positive,less positive,less negative,negative,negative,neutral,less positive,positive,less positive,less negative,neutral,neutral,neutral
She is my favorite character of the game,Her writing is not over,Coworker,Something else,neutral,neutral,less positive,neutral,negative,neutral,neutral,less negative,less positive,less positive,positive,neutral,neutral,positive
She is my favorite character of the game,She is a great character,Friends,Friends,neutral,neutral,neutral,neutral,less negative,negative,less positive,neutral,positive,positive,positive,neutral,neutral,positive
She is my favorite character of the game,She is a great character,Friends,Friends,neutral,neutral,neutral,neutral,less negative,negative,even less negative,negative,positive,positive,positive,neutral,neutral,less positive
She is my favorite character of the game,She is a good character,Friends,Lovers,neutral,less positive,positive,positive,negative,neutral,neutral,neutral,less positive,positive,less positive,neutral,positive,less positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,neutral,less negative,less positive,less negative,less negative,less negative,even less poitive,less positive,less positive,less positive,less positive,less negative,neutral,positive
She is my favorite character of the game,She is a great character,Friends,Friends,neutral,positive,neutral,neutral,negative,negative,less negative,negative,positive,positive,neutral,less positive,less positive,positive
She is my favorite character of the game,Her writing is not over,Friends,Something else,neutral,positive,less positive,negative,negative,negative,negative,neutral,positive,positive,less positive,neutral,positive,positive
She is my favorite character of the game,She is average,Friends,Friends,neutral,neutral,neutral,less negative,negative,negative,even less negative,neutral,positive,positive,less positive,neutral,neutral,positive
She is my favorite character of the game,She is a good character,Friends,Something else,neutral,less positive,neutral,less positive,less negative,neutral,less negative,less negative,positive,positive,positive,neutral,neutral,positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,neutral,positive,neutral,neutral,negative,negative,positive,negative,positive,less positive,less positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Lovers,Lovers,neutral,positive,negative,neutral,negative,neutral,positive,less positive,positive,positive,positive,less positive,less positive,positive
She is my favorite character of the game,She is a good character,Something else,Strangers,neutral,positive,neutral,neutral,neutral,less positive,negative,negative,positive,positive,positive,neutral,neutral,positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,neutral,less positive,neutral,negative,negative,negative,neutral,less negative,positive,less positive,less positive,neutral,positive,positive
She is my favorite character of the game,She is a good character,Friends,Coworker,neutral,positive,neutral,less negative,negative,negative,even less poitive,neutral,positive,positive,less positive,less positive,positive,less negative
She is one of my favorite character,She is a good character,Lovers,Something else,neutral,less positive,less positive,negative,neutral,neutral,neutral,neutral,less positive,neutral,positive,neutral,positive,less positive
She is one of my favorite character,Her writing is not over,Coworker,Friends,neutral,less positive,neutral,neutral,negative,less negative,even less negative,neutral,less positive,positive,positive,neutral,neutral,positive
She is one of my favorite character,She is a good character,Friends,Friends,neutral,less positive,neutral,neutral,less negative,less negative,positive,less positive,less positive,less positive,less positive,neutral,neutral,less positive
She is one of my favorite character,She is a good character,Coworker,Friends,neutral,neutral,neutral,neutral,neutral,negative,negative,negative,less positive,less positive,positive,less negative,neutral,positive
She is one of my favorite character,She is average,Friends,Friends,neutral,neutral,less negative,negative,negative,less positive,less negative,negative,neutral,neutral,positive,neutral,less positive,neutral
She is one of my favorite character,She is a great character,Friends,Friends,neutral,neutral,less positive,negative,negative,negative,less negative,less negative,positive,positive,positive,neutral,neutral,positive
She is one of my favorite character,She is a good character,Friends,Friends,neutral,neutral,less positive,neutral,less negative,neutral,even less negative,less positive,less positive,neutral,less positive,less negative,neutral,less positive
She is one of my favorite character,She is a great character,Something else,Coworker,neutral,positive,less positive,less negative,negative,negative,negative,neutral,positive,positive,positive,positive,positive,positive
She is one of my favorite character,She is a good character,Friends,Friends,neutral,positive,neutral,neutral,neutral,less negative,neutral,neutral,positive,less positive,neutral,less positive,neutral,neutral
She is one of my favorite character,Her writing is not over,Something else,Friends,neutral,less positive,positive,neutral,less negative,negative,even less negative,neutral,less positive,less positive,neutral,neutral,neutral,positive
She is one of my favorite character,Her writing is not over,Coworker,Friends,neutral,neutral,neutral,neutral,less negative,neutral,less positive,neutral,less positive,less positive,neutral,less negative,neutral,neutral
She is one of my favorite character,Her writing is not over,Something else,Friends,neutral,neutral,less positive,less negative,negative,negative,negative,neutral,positive,less positive,positive,less negative,neutral,neutral
She is one of my favorite character,She is a good character,Coworker,Friends,neutral,neutral,positive,less negative,negative,neutral,even less negative,neutral,positive,less positive,less positive,less negative,neutral,less negative
She is one of my favorite character,She is a great character,Coworker,Friends,neutral,neutral,less positive,neutral,less negative,neutral,even less negative,neutral,less positive,less positive,less positive,neutral,neutral,less positive
She is one of my favorite character,She is a good character,Lovers,Friends,neutral,positive,less positive,less negative,negative,negative,even less negative,neutral,positive,less positive,less positive,less positive,positive,positive
She is one of my favorite character,She is a great character,Friends,Lovers,neutral,positive,neutral,neutral,negative,negative,even less negative,neutral,less positive,less positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Coworker,Friends,neutral,positive,positive,neutral,negative,neutral,even less negative,less positive,positive,less positive,positive,neutral,positive,less positive
She is one of my favorite character,She is a good character,Friends,Friends,neutral,neutral,less positive,less negative,negative,negative,even less poitive,neutral,less positive,neutral,positive,neutral,neutral,less negative
She is one of my favorite character,She is a great character,Friends,Friends,neutral,neutral,less positive,neutral,negative,negative,even less negative,neutral,positive,less positive,positive,neutral,neutral,positive
She is one of my favorite character,She is a great character,Strangers,Friends,neutral,less negative,positive,negative,neutral,negative,less negative,neutral,positive,less positive,positive,neutral,neutral,positive
She is one of my favorite character,She is a great character,Lovers,Lovers,neutral,positive,less positive,negative,negative,negative,negative,neutral,less positive,less positive,neutral,neutral,positive,positive
She is one of my favorite character,Her writing is not over,Coworker,Friends,neutral,neutral,less positive,neutral,less negative,less negative,even less poitive,neutral,less positive,positive,less positive,less negative,neutral,less negative
She is one of my favorite character,She is a great character,Friends,Friends,neutral,neutral,positive,positive,negative,negative,negative,negative,positive,positive,positive,neutral,less positive,less positive
She is one of my favorite character,She is a good character,Friends,Friends,neutral,positive,positive,positive,negative,less positive,even less negative,positive,positive,positive,positive,negative,less positive,negative
She is one of my favorite character,She is a good character,Friends,Friends,neutral,less positive,neutral,negative,negative,negative,even less negative,less negative,less positive,less positive,positive,neutral,neutral,less positive
I am indifferent,Her writing is not over,Coworker,Strangers,neutral,negative,less positive,less positive,less negative,negative,less positive,negative,less negative,less negative,less positive,less negative,less negative,negative
I am indifferent,She is average,Strangers,Friends,neutral,negative,neutral,positive,less negative,negative,negative,less negative,neutral,less negative,less positive,neutral,neutral,negative
I am indifferent,Her writing is not over,Friends,Friends,neutral,less negative,less positive,less positive,negative,negative,even less negative,less negative,less negative,less negative,less positive,less negative,less positive,positive
I am indifferent,She is average,Something else,Something else,neutral,less negative,neutral,neutral,negative,neutral,less negative,negative,less negative,less negative,less negative,less negative,less negative,negative
I am indifferent,She is average,Friends,Friends,neutral,less negative,neutral,neutral,neutral,neutral,less negative,negative,less negative,less negative,neutral,less negative,neutral,less negative
I am indifferent,She is a good character,Friends,Friends,neutral,less negative,positive,neutral,neutral,neutral,negative,negative,neutral,neutral,less positive,less positive,neutral,neutral
I am indifferent,She is average,Friends,Friends,neutral,negative,positive,neutral,less negative,neutral,even less negative,positive,less positive,less negative,neutral,less negative,neutral,neutral
I am indifferent,She is average,Coworker,Friends,neutral,negative,positive,positive,positive,positive,neutral,negative,neutral,less negative,neutral,neutral,neutral,neutral
I am indifferent,She is average,Coworker,Friends,neutral,less negative,less positive,positive,negative,neutral,even less negative,positive,less positive,neutral,neutral,less negative,neutral,less positive
I am indifferent,She is average,Strangers,Lovers,neutral,less positive,negative,less negative,negative,negative,positive,negative,neutral,less positive,positive,negative,less positive,negative
I am indifferent,Her writing is not over,Coworker,Friends,neutral,negative,neutral,less positive,neutral,neutral,neutral,neutral,less negative,negative,neutral,neutral,neutral,neutral
I am indifferent,She is average,Coworker,Friends,neutral,neutral,neutral,negative,negative,negative,even less negative,neutral,negative,less negative,neutral,negative,less negative,negative
I am indifferent,She is average,Friends,Friends,neutral,negative,positive,positive,neutral,less positive,even less negative,less positive,neutral,neutral,less negative,neutral,neutral,negative
I am indifferent,She is a good character,Coworker,Friends,neutral,negative,positive,less positive,neutral,negative,less negative,negative,neutral,less positive,neutral,neutral,neutral,less negative
I am indifferent,She is a good character,Friends,Friends,neutral,neutral,neutral,negative,negative,negative,neutral,negative,less negative,less positive,positive,negative,neutral,positive
I am indifferent,Her writing is not over,Strangers,Friends,neutral,less negative,less positive,less negative,less negative,negative,even less poitive,negative,neutral,neutral,neutral,negative,neutral,neutral
I am indifferent,She is average,Friends,Friends,neutral,neutral,neutral,neutral,neutral,neutral,even less negative,less negative,positive,neutral,less negative,negative,neutral,negative
I am indifferent,She is average,Strangers,Friends,neutral,neutral,neutral,less positive,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral,less negative
I am indifferent,She is average,Friends,Friends,neutral,neutral,neutral,less negative,less negative,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
I am indifferent,She is average,Friends,Friends,neutral,negative,positive,less positive,negative,negative,even less poitive,negative,neutral,neutral,neutral,negative,neutral,negative
I am indifferent,She is average,Friends,Friends,neutral,negative,neutral,positive,positive,positive,negative,neutral,less negative,neutral,less positive,less negative,neutral,negative
I am indifferent,She is average,Friends,Friends,neutral,negative,positive,neutral,less negative,negative,less positive,neutral,neutral,neutral,less positive,negative,neutral,neutral
I am indifferent,Her writing is not over,Coworker,Friends,neutral,negative,neutral,negative,negative,neutral,even less poitive,neutral,neutral,neutral,neutral,less negative,neutral,less negative
I am indifferent,Her writing is not over,Friends,Friends,neutral,negative,less positive,neutral,negative,less positive,even less poitive,less positive,less positive,neutral,less positive,negative,neutral,neutral
I am indifferent,She is average,Friends,Friends,neutral,neutral,neutral,neutral,less positive,positive,neutral,less positive,neutral,neutral,less positive,neutral,neutral,negative
I am indifferent,Her writing is not over,Something else,Coworker,neutral,negative,neutral,neutral,neutral,neutral,even less negative,negative,neutral,less negative,neutral,neutral,neutral,negative
I am indifferent,She is average,Friends,Coworker,neutral,neutral,less positive,less positive,neutral,neutral,even less negative,neutral,neutral,less negative,neutral,neutral,neutral,less negative
I am indifferent,Her writing is not over,Friends,Friends,neutral,neutral,less positive,less positive,neutral,neutral,neutral,less negative,neutral,neutral,neutral,negative,positive,less negative
I dislike her character,She is average,Strangers,Friends,neutral,less negative,neutral,neutral,neutral,less positive,even less negative,less positive,less negative,less negative,neutral,neutral,neutral,negative
I dislike her character,Her writing is not over,Friends,Coworker,neutral,negative,less positive,less positive,less positive,positive,even less negative,less positive,neutral,less negative,negative,neutral,neutral,negative
I dislike her character,She is average,Friends,Friends,neutral,neutral,neutral,neutral,neutral,less positive,neutral,neutral,less negative,neutral,neutral,neutral,neutral,less positive
I dislike her character,She is an awful character,Friends,Friends,neutral,negative,positive,less positive,neutral,positive,negative,negative,less negative,negative,neutral,less positive,neutral,positive
I dislike her character,She is average,Coworker,Friends,neutral,negative,neutral,less positive,neutral,less positive,less negative,neutral,less negative,less negative,neutral,less negative,neutral,negative
I dislike her character,She is a good character,Friends,Friends,neutral,negative,positive,positive,less negative,negative,even less negative,negative,positive,less negative,positive,less negative,less negative,negative
I dislike her character,She is average,Friends,Strangers,neutral,negative,less positive,positive,neutral,neutral,even less negative,negative,less negative,less negative,neutral,less negative,less negative,neutral
I dislike her character,She is average,Friends,Coworker,neutral,less negative,less positive,neutral,less positive,neutral,neutral,neutral,less positive,less positive,less positive,neutral,neutral,less positive
I dislike her character,She is average,Something else,Friends,neutral,less negative,positive,neutral,negative,negative,neutral,less negative,less negative,less negative,less negative,neutral,less negative,negative
I dislike her character,She is average,Lovers,Friends,neutral,positive,positive,positive,positive,positive,even less negative,neutral,less negative,less negative,neutral,less negative,neutral,negative
I dislike her character,She is a bad character,Strangers,Coworker,neutral,negative,less positive,neutral,neutral,less negative,even less poitive,negative,neutral,less negative,less positive,neutral,less negative,negative
I dislike her character,She is average,Friends,Friends,neutral,negative,less positive,less positive,neutral,negative,neutral,neutral,neutral,neutral,less positive,less negative,neutral,negative
I dislike her character,She is a bad character,Something else,Something else,neutral,neutral,neutral,neutral,less negative,less positive,negative,neutral,less negative,neutral,neutral,negative,neutral,less negative
I dislike her character,She is average,Coworker,Strangers,neutral,negative,less positive,neutral,less negative,neutral,neutral,less negative,less positive,neutral,neutral,less negative,neutral,negative
I like her character,She is average,Friends,Strangers,neutral,negative,positive,neutral,neutral,less positive,even less negative,neutral,neutral,less negative,neutral,negative,negative,negative
I like her character,She is a good character,Something else,Friends,neutral,neutral,neutral,neutral,neutral,neutral,neutral,less negative,positive,positive,less positive,neutral,neutral,less positive
I like her character,She is a good character,Friends,Friends,neutral,less negative,positive,positive,positive,positive,neutral,less negative,neutral,neutral,neutral,neutral,neutral,negative
I like her character,She is average,Friends,Friends,neutral,negative,positive,less positive,neutral,less positive,neutral,neutral,less positive,neutral,neutral,neutral,neutral,less negative
I like her character,She is average,Friends,Friends,neutral,negative,positive,neutral,negative,positive,even less poitive,positive,less negative,less negative,less positive,neutral,less negative,less negative
I like her character,She is a good character,Something else,Friends,neutral,negative,positive,less positive,neutral,positive,even less negative,neutral,less positive,less negative,less positive,less positive,neutral,less positive
I like her character,She is a good character,Friends,Friends,neutral,neutral,neutral,neutral,neutral,less negative,even less poitive,less negative,neutral,less positive,less positive,neutral,neutral,positive
I like her character,She is a good character,Strangers,Friends,neutral,neutral,neutral,neutral,less negative,less negative,positive,negative,neutral,less positive,less positive,neutral,neutral,less negative
I like her character,She is average,Friends,Friends,neutral,negative,positive,less positive,neutral,positive,negative,positive,less negative,less negative,less positive,neutral,neutral,negative
I like her character,She is a good character,Friends,Friends,neutral,negative,positive,less positive,less negative,neutral,less negative,positive,neutral,less positive,less positive,negative,neutral,neutral
I like her character,Her writing is not over,Something else,Friends,neutral,neutral,positive,less positive,less positive,neutral,negative,negative,neutral,less positive,less positive,negative,neutral,neutral
I like her character,She is average,Strangers,Friends,neutral,neutral,less positive,less positive,less negative,less negative,less negative,less positive,less negative,less negative,neutral,neutral,neutral,negative
I like her character,She is average,Friends,Friends,neutral,positive,neutral,negative,negative,negative,neutral,negative,less negative,less negative,less positive,less negative,neutral,negative
She is my favorite character of the game,She is a great character,Friends,Lovers,neutral,positive,neutral,less negative,negative,negative,neutral,less positive,less positive,positive,less positive,less negative,less positive,positive
She is my favorite character of the game,Her writing is not over,Friends,Coworker,neutral,negative,positive,neutral,neutral,neutral,less positive,neutral,positive,positive,less positive,neutral,neutral,positive
She is my favorite character of the game,She is a great character,Friends,Friends,neutral,negative,less positive,negative,neutral,neutral,even less negative,negative,positive,less positive,positive,less positive,positive,positive
She is my favorite character of the game,Her writing is not over,Coworker,Strangers,neutral,less positive,neutral,less positive,less negative,less positive,negative,less negative,positive,less positive,positive,neutral,neutral,less positive
She is one of my favorite character,She is a good character,Friends,Friends,neutral,less positive,neutral,less negative,negative,negative,negative,less negative,positive,less positive,positive,less positive,less positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,neutral,neutral,less positive,less positive,negative,negative,neutral,neutral,positive,positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Coworker,Friends,neutral,neutral,neutral,neutral,neutral,neutral,even less negative,neutral,positive,less positive,less positive,neutral,neutral,less positive
She is one of my favorite character,Her writing is not over,Friends,Friends,neutral,positive,positive,negative,negative,less negative,negative,negative,less positive,neutral,negative,neutral,less positive,positive
She is one of my favorite character,She is average,Lovers,Lovers,neutral,positive,less negative,negative,neutral,neutral,positive,neutral,positive,less positive,neutral,less negative,positive,neutral
She is one of my favorite character,Her writing is not over,Friends,Friends,neutral,negative,less positive,less positive,less negative,less positive,even less negative,less positive,neutral,neutral,less positive,less negative,less negative,positive
She is one of my most hated character,She is an awful character,Strangers,Strangers,neutral,negative,less negative,less positive,less positive,positive,even less negative,negative,negative,negative,neutral,less negative,negative,negative
She is one of my most hated character,She is a good character,Friends,Friends,neutral,negative,positive,positive,neutral,neutral,less negative,less positive,less positive,neutral,neutral,negative,neutral,positive
She is the character I hate the most,She is an awful character,Enemies,Enemies,neutral,negative,negative,negative,less negative,positive,even less poitive,positive,negative,negative,less negative,negative,negative,negative
I am indifferent,She is average,Something else,Coworker,less negative,negative,neutral,less positive,neutral,neutral,even less negative,negative,less positive,neutral,neutral,less negative,less negative,positive
I am indifferent,She is average,Coworker,Coworker,less negative,negative,neutral,neutral,less negative,negative,even less negative,negative,less negative,less negative,less negative,negative,neutral,negative
I am indifferent,She is average,Coworker,Something else,less negative,negative,neutral,less positive,less positive,neutral,neutral,neutral,neutral,less negative,neutral,less negative,neutral,negative
I am indifferent,She is average,Strangers,Coworker,less negative,negative,less positive,less positive,neutral,positive,positive,less positive,positive,less positive,neutral,neutral,negative,neutral
I am indifferent,She is average,Coworker,Friends,less negative,less positive,less positive,neutral,neutral,less negative,even less poitive,positive,neutral,less negative,less positive,less negative,neutral,positive
I am indifferent,She is a bad character,Coworker,Something else,less negative,negative,neutral,neutral,neutral,neutral,negative,less negative,negative,negative,negative,negative,less negative,less negative
I am indifferent,She is a good character,Coworker,Strangers,less negative,less negative,positive,positive,positive,neutral,negative,negative,neutral,neutral,neutral,negative,less negative,neutral
I am indifferent,She is average,Coworker,Friends,less negative,neutral,neutral,positive,neutral,less positive,less positive,negative,less negative,negative,neutral,neutral,neutral,negative
I am indifferent,She is average,Coworker,Friends,less negative,less negative,neutral,neutral,neutral,neutral,less negative,negative,negative,less negative,neutral,neutral,neutral,negative
I am indifferent,She is a bad character,Friends,Friends,less negative,negative,neutral,neutral,neutral,less positive,neutral,negative,less negative,less negative,less negative,neutral,neutral,less negative
I am indifferent,She is a bad character,Strangers,Friends,less negative,less negative,less positive,neutral,neutral,less negative,even less negative,neutral,neutral,less negative,less negative,neutral,neutral,neutral
I am indifferent,Her writing is not over,Friends,Enemies,less negative,negative,positive,less positive,neutral,positive,negative,positive,positive,negative,less positive,less positive,neutral,positive
I am indifferent,She is average,Coworker,Friends,less negative,less negative,neutral,neutral,neutral,neutral,neutral,positive,neutral,less negative,less negative,neutral,neutral,neutral
I am indifferent,She is average,Friends,Friends,less negative,less negative,neutral,neutral,neutral,neutral,negative,negative,neutral,neutral,neutral,negative,neutral,negative
I dislike her character,Her writing is not over,Enemies,Friends,less negative,negative,neutral,positive,neutral,neutral,neutral,neutral,neutral,negative,neutral,less negative,negative,negative
I dislike her character,She is average,Coworker,Friends,less negative,negative,less positive,neutral,negative,negative,less positive,negative,neutral,neutral,less positive,neutral,neutral,neutral
I dislike her character,She is average,Strangers,Friends,less negative,neutral,neutral,less positive,neutral,positive,even less negative,negative,neutral,less negative,neutral,neutral,neutral,neutral
